Class	Type	Prop	Disabled	Order
ExtendedTooltipSettings	bool	ShowVehicleState		53
ExtendedTooltipSettings	bool	ShowVehiclePostvan		54
ExtendedTooltipSettings	bool	ShowVehicleGarbageTruck		55
ExtendedTooltipSettings	bool	ShowVehiclePassengerDetails		56
ExtendedTooltipSettings	bool	ShowSpeed		57
ExtendedTooltipSettings	bool	ShowActualSpeed		58
ExtendedTooltipSettings	SpeedUnitSetting	SpeedUnit		59
ExtendedTooltipSettings	bool	ShowVehicleProperties		60
ExtraAssetsImporterSettings	bool	UseNewImporters		1
ExtraAssetsImporterSettings	EAINewImportersCompatibility	NewImportersCompatibilityDropDown		2
ExtraAssetsImporterSettings	bool	UseOldImporters		3
ExtraAssetsImporterSettings	bool	Surfaces		4
ExtraAssetsImporterSettings	bool	Decals		5
ExtraAssetsImporterSettings	bool	NetLanes		6
ExtraAssetsImporterSettings	EAIOldImportersCompatibility	OldImportersCompatibilityDropDown		7
ExtraAssetsImporterSettings	string	DatabasePath	TRUE	8
ExtraAssetsImporterSettings	bool	DeleteNotLoadedAssets		9
ExtractorBoostSettings	int	GrainMultiplier		1
ExtractorBoostSettings	int	VegetableMultiplier		2
ExtractorBoostSettings	int	CottonMultiplier		3
ExtractorBoostSettings	int	LivestockMultiplier		4
ExtractorBoostSettings	int	OilMultiplier		5
ExtractorBoostSettings	int	OreMultiplier		6
ExtractorBoostSettings	int	CoalMultiplier		7
ExtractorBoostSettings	int	StoneMultiplier		8
ExtractorBoostSettings	int	WoodMultiplier		9
ExtractorBoostSettings	int	FishMultiplier		10
ExtractorsBegoneSettings	bool	DisableExtractorBuildings		1
ExtractorsBegoneSettings	float	FarmExtractorsSpawnFactor		2
ExtractorsBegoneSettings	float	ForestExtractorsSpawnFactor		3
ExtractorsBegoneSettings	float	OilExtractorsSpawnFactor		4
ExtractorsBegoneSettings	float	OreExtractorsSpawnFactor		5
ExtractorsBegoneSettings	float	FishExtractorsSpawnFactor		6
ExtractorsBegoneSettings	bool	AllowFarmVehicles		7
ExtractorsBegoneSettings	bool	AllowForestVehicles		8
ExtractorsBegoneSettings	bool	AllowOilVehicles		9
ExtractorsBegoneSettings	bool	AllowOreVehicles		10
ExtractorsBegoneSettings	bool	AllowFishingBoats		11
FastBoardingSettings	int	BusBoardingSpeedFactor		1
FastBoardingSettings	int	RailBoardingSpeedFactor		2
FastBoardingSettings	int	WaterBoardingSpeedFactor		3
FastBoardingSettings	int	AirBoardingSpeedFactor		4
FastBoardingSettings	bool	CancelLateBoarders		5
FastBoardingSettings	bool	CimsRunSoonerToCatchBuses		6
FastBoardingSettings	bool	EnableVerboseLogging	TRUE	7
FertilityControlSettings	float	FertilityPercentPerDay		1
FertilityControlSettings	float	FishPercentPerDay		2
FertilityControlSettings	bool	EnableOreOilRegen		3
FertilityControlSettings	float	OrePercentPerDay		4
FertilityControlSettings	float	OilPercentPerDay		5
FindCharacterSettings	CharacterType	ActivatedCharacterType		1
FindCharacterSettings	string	ActivatedPinyinNotation		2
FindItSettings	ProxyBinding	ApplyMimic		1
FindItSettings	string	DefaultViewStyle		2
FindItSettings	string	DefaultAlignmentStyle		3
FindItSettings	ProxyBinding	SearchKeyBinding		4
FindItSettings	ProxyBinding	PickerKeyBinding		5
FindItSettings	ProxyBinding	RandomKeyBinding		6
FindItSettings	ProxyBinding	LeftArrow		7
FindItSettings	ProxyBinding	RightArrow		8
FindItSettings	ProxyBinding	UpArrow		9
FindItSettings	ProxyBinding	DownArrow		10
FindItSettings	bool	OpenPanelOnPicker		11
FindItSettings	bool	SelectPrefabOnOpen		12
FindItSettings	bool	HideRandomAssets		13
FindItSettings	bool	HideBrandsFromAny		14
FindItSettings	bool	StrictSearch		15
FindItSettings	bool	NoAssetImage		16
FindItSettings	bool	SmoothScroll		17
FindItSettings	float	ScrollSpeed		18
FindItSettings	float	RowSize		19
FindItSettings	float	ColumnSize		20
FindItSettings	float	ExpandedRowSize		21
FindItSettings	float	ExpandedColumnSize		22
FindItSettings	float	RightRowSize		23
FindItSettings	float	RightColumnSize		24
FireStarterSettings	bool	enabled		1
FirstPersonCameraContinuedSettings	int	FOV		1
FirstPersonCameraContinuedSettings	float	MovementSpeed		2
FirstPersonCameraContinuedSettings	float	RunSpeed		3
FirstPersonCameraContinuedSettings	float	CimHeight		4
FirstPersonCameraContinuedSettings	float	TransitionSpeedFactor		5
FirstPersonCameraContinuedSettings	ProxyBinding	FreeModeKeybind		6
FirstPersonCameraContinuedSettings	bool	ShowGameUI		7
FirstPersonCameraContinuedSettings	bool	ShowInfoBox		8
FirstPersonCameraContinuedSettings	Enums.InfoBoxSize	InfoBoxSize		9
FirstPersonCameraContinuedSettings	FirstPersonCameraPIPSystem.PiPCorner	PIPSnapToCorner		10
FirstPersonCameraContinuedSettings	float	PIPAspectRatio		11
FirstPersonCameraContinuedSettings	float	PIPSize		12
FirstPersonCameraContinuedSettings	bool	ShowPIPOnEnter		13
FirstPersonCameraContinuedSettings	bool	ShowPIPMarker		14
FirstPersonCameraContinuedSettings	bool	ShowPIPUndergroundView		15
FirstPersonCameraContinuedSettings	bool	DisableVSync		16
FirstPersonCameraContinuedSettings	Enums.ModUnits	SetUnits		17
FirstPersonCameraContinuedSettings	bool	ShowSpeed		18
FirstPersonCameraContinuedSettings	bool	ShowVehicleType		19
FirstPersonCameraContinuedSettings	bool	ShowExtraInfo		20
FirstPersonCameraContinuedSettings	Enums.ShowStopStrip	ShowStopStrip		21
FirstPersonCameraContinuedSettings	Enums.StopStripDisplayMode	StopStripDisplayMode		22
FirstPersonCameraContinuedSettings	string	LastSeenChangelogVersion		23
FirstPersonCameraContinuedSettings	int	MakeSureSave		24
FiveTwentyNineTilesSettings	bool	UnlockNone		1
FiveTwentyNineTilesSettings	bool	UnlockAll		2
FiveTwentyNineTilesSettings	bool	ExtraTilesAtStart		3
FiveTwentyNineTilesSettings	bool	ExtraTilesAtEnd		4
FiveTwentyNineTilesSettings	bool	AssignToMilestones		5
FiveTwentyNineTilesSettings	bool	NoStartingTiles		6
FiveTwentyNineTilesSettings	bool	RelockAllTiles		7
FiveTwentyNineTilesSettings	float	UpkeepMultiplier		8
FPSLimiterSettings	bool	MenuLimitEnabled		1
FPSLimiterSettings	int	Menu		2
FPSLimiterSettings	bool	InGameLimitEnabled		3
FPSLimiterSettings	int	InGame		4
FPSLimiterSettings	bool	PausedLimitEnabled		5
FPSLimiterSettings	int	Paused		6
GhostwriterSettings	int	IntervalMinutes		1
GhostwriterSettings	bool	MapRefreshEnabled		2
GhostwriterSettings	int	MapRefreshMinutes		3
GhostwriterSettings	bool	AutoSessionStartOnSaveLoad		4
GhostwriterSettings	bool	ActiveEventsEnabled		5
GhostwriterSettings	int	ActiveEventsIntervalMinutes		6
GhostwriterSettings	LlmProvider	Provider		7
GhostwriterSettings	bool	RevealApiKey	TRUE	8
GhostwriterSettings	string	ApiKeyStatus	TRUE	9
GhostwriterSettings	string	ApiKey	TRUE	10
GhostwriterSettings	string	Model		11
GhostwriterSettings	string	OllamaBaseUrl		12
GhostwriterSettings	bool	ShowToolCalls		13
GottaGoFastSettings	bool	Enable		1
GrassSpritesSettings	bool	Enabled		1
GrassSpritesSettings	ProxyBinding	TogglePanelBinding		2
GrassSpritesSettings	MaskResolutionOption	MaskResolution		3
GrassSpritesSettings	string	SelectedExportMaskFile		4
GrassSpritesSettings	bool	BrushToolActive		5
GrassSpritesSettings	bool	BrushPanelVisible		6
GrassSpritesSettings	bool	PrecisionDabMode		7
GrassSpritesSettings	float	PaintRadiusMeters		8
GrassSpritesSettings	float2	BrushPanelPosition	TRUE	9
GridRoadGeneratorSettings	SpacingMode	Mode		1
GridRoadGeneratorSettings	int	Columns		2
GridRoadGeneratorSettings	int	Rows		3
GridRoadGeneratorSettings	float	SpacingMeters		4
GridRoadGeneratorSettings	float	AngleOffsetDegrees		5
GridRoadGeneratorSettings	bool	FollowTerrain		6
GridRoadGeneratorSettings	bool	CulDeSacMode		7
GridRoadGeneratorSettings	CulDeSacAxis	CulDeSacAxis		8
GridRoadGeneratorSettings	float	CulDeSacDepth		9
GridRoadGeneratorSettings	bool	Staggered		10
GridRoadGeneratorSettings	float	CulDeSacRatio		11
GridRoadGeneratorSettings	CulDeSacCapSize	CulDeSacCapSize		12
GridRoadGeneratorSettings	CulDeSacCapStyle	CulDeSacCapStyle		13
GridRoadGeneratorSettings	bool	AvenueColumnEnabled		14
GridRoadGeneratorSettings	int	AvenueColumnIndex		15
GridRoadGeneratorSettings	bool	AvenueRowEnabled		16
GridRoadGeneratorSettings	int	AvenueRowIndex		17
GridRoadGeneratorSettings	bool	AdaptiveMode		18
GridRoadGeneratorSettings	int	RadialConnections		19
GridRoadGeneratorSettings	string	RoadPrefabName		20
GridRoadGeneratorSettings	string	SecondaryRoadPrefabName		21
GridRoadGeneratorSettings	string	AvenueRoadPrefabName		22
GridRoadGeneratorSettings	ViewOption	SelectedViews		23
GridRoadGeneratorSettings	ProxyBinding	ToggleToolBinding		24
GridRoadGeneratorSettings	ProxyBinding	ConfirmGridBinding		25
HallOfFameSettings	string	CreatorID		1
HallOfFameSettings	bool	IsParadoxAccountID		2
HallOfFameSettings	string	PublicCreatorID		3
HallOfFameSettings	string	CreatorName		4
HallOfFameSettings	bool	EnableMainMenuSlideshow		5
HallOfFameSettings	ProxyBinding	KeyBindingForceEnableMainMenuSlideshow		6
HallOfFameSettings	bool	EnableLoadingScreenBackground		7
HallOfFameSettings	bool	ShowFeaturedAsset		8
HallOfFameSettings	bool	ShowCreatorSocials		9
HallOfFameSettings	bool	ShowViewCount		10
HallOfFameSettings	string	NamesTranslationMode		11
HallOfFameSettings	ProxyBinding	KeyBindingPrevious		12
HallOfFameSettings	ProxyBinding	KeyBindingNext		13
HallOfFameSettings	ProxyBinding	KeyBindingLike		14
HallOfFameSettings	ProxyBinding	KeyBindingToggleMenu		15
HallOfFameSettings	int	PopularScreenshotWeight		16
HallOfFameSettings	int	TrendingScreenshotWeight		17
HallOfFameSettings	int	RecentScreenshotWeight		18
HallOfFameSettings	int	ArcheologistScreenshotWeight		19
HallOfFameSettings	int	RandomScreenshotWeight		20
HallOfFameSettings	int	SupporterScreenshotWeight		21
HallOfFameSettings	int	ViewMaxAge		22
HallOfFameSettings	string	ScreenshotResolution		23
HallOfFameSettings	string	CreatorsScreenshotSaveDirectory		24
HallOfFameSettings	bool	CreateLocalScreenshot		25
HallOfFameSettings	bool	DisableGlobalIllumination		26
HallOfFameSettings	string	BaseUrl		27
HallOfFameSettings	string	ScreenshotToLoad		28
HallOfFameSettings	string	ParadoxModsBrowsingPreference		29
HallOfFameSettings	bool	HasSeenWebViewerDialog		30
HallOfFameSettings	bool	SavedShareModIdsPreference		31
HallOfFameSettings	bool	SavedShareRenderSettingsPreference		32
HallOfFameSettings	string	SavedScreenshotDescription		33
HardModeContinuedSettings	EconomyDifficulty	EconomyDifficulty		1
HardModeContinuedSettings	bool	BulldozeCostsMoney		2
HardModeContinuedSettings	bool	TerraformingCostsMoney		3
HardModeContinuedSettings	bool	BulldozeCausesDemolition		4
HardModeContinuedSettings	bool	DefaultBlock		5
HistoricalStartSettings	bool	UnlockBus		1
HistoricalStartSettings	bool	UnlockTrams		2
HistoricalStartSettings	bool	UnlockTrains		3
HistoricalStartSettings	bool	UnlockShips		4
HistoricalStartSettings	bool	UnlockFarming		5
HistoricalStartSettings	bool	UnlockMining		6
HistoricalStartSettings	bool	UnlockOil		7
HistoricalStartSettings	bool	UnlockBasicHighways		8
HistoricalStartSettings	bool	UnlockAllHighways		9
HistoricalStartSettings	bool	UnlockDistricts		10
HistoricalToolSettings	ProxyBinding	ToggleHistoricalTool		1
HistoricalToolSettings	ButtonLocation	ButtonPosition		2
HoverColorsSettings	int	GuidelineDefaultPercent		1
HoverColorsSettings	float	OutlineR		2
HoverColorsSettings	float	OutlineG		3
HoverColorsSettings	float	OutlineB		4
HoverColorsSettings	float	OutlineA		5
HoverColorsSettings	float	OwnerR		6
HoverColorsSettings	float	OwnerG		7
HoverColorsSettings	float	OwnerB		8
HoverColorsSettings	float	OwnerA		9
HoverColorsSettings	float	FillA		10
HoverColorsSettings	bool	DistrictColorEnabled		11
HoverColorsSettings	float	DistrictR		12
HoverColorsSettings	float	DistrictG		13
HoverColorsSettings	float	DistrictB		14
HoverColorsSettings	float	DistrictA		15
HoverColorsSettings	float	Preset1R		16
HoverColorsSettings	float	Preset1G		17
HoverColorsSettings	float	Preset1B		18
HoverColorsSettings	float	Preset1A		19
HoverColorsSettings	float	Preset1FillA		20
HoverColorsSettings	float	Preset2R		21
HoverColorsSettings	float	Preset2G		22
HoverColorsSettings	float	Preset2B		23
HoverColorsSettings	float	Preset2A		24
HoverColorsSettings	float	Preset2FillA		25
HoverColorsSettings	bool	PresetSetsInitialized		26
HoverColorsSettings	int	ActivePresetSet		27
HoverColorsSettings	float	PresetAlt1R		28
HoverColorsSettings	float	PresetAlt1G		29
HoverColorsSettings	float	PresetAlt1B		30
HoverColorsSettings	float	PresetAlt1A		31
HoverColorsSettings	float	PresetAlt1FillA		32
HoverColorsSettings	int	PresetAlt1GuidelinePercent		33
HoverColorsSettings	float	PresetAlt2R		34
HoverColorsSettings	float	PresetAlt2G		35
HoverColorsSettings	float	PresetAlt2B		36
HoverColorsSettings	float	PresetAlt2A		37
HoverColorsSettings	float	PresetAlt2FillA		38
HoverColorsSettings	int	PresetAlt2GuidelinePercent		39
HoverColorsSettings	bool	PresetDefaultsToggleActive		40
HoverColorsSettings	bool	PresetDefaultsToggleHasBackup		41
HoverColorsSettings	int	PresetDefaultsBackupActiveSet		42
HoverColorsSettings	float	PresetDefaultsBackup1R		43
HoverColorsSettings	float	PresetDefaultsBackup1G		44
HoverColorsSettings	float	PresetDefaultsBackup1B		45
HoverColorsSettings	float	PresetDefaultsBackup1A		46
HoverColorsSettings	float	PresetDefaultsBackup1FillA		47
HoverColorsSettings	int	PresetDefaultsBackup1GuidelinePercent		48
HoverColorsSettings	float	PresetDefaultsBackup2R		49
HoverColorsSettings	float	PresetDefaultsBackup2G		50
HoverColorsSettings	float	PresetDefaultsBackup2B		51
HoverColorsSettings	float	PresetDefaultsBackup2A		52
HoverColorsSettings	float	PresetDefaultsBackup2FillA		53
HoverColorsSettings	int	PresetDefaultsBackup2GuidelinePercent		54
HoverColorsSettings	float	PresetDefaultsBackupAlt1R		55
HoverColorsSettings	float	PresetDefaultsBackupAlt1G		56
HoverColorsSettings	float	PresetDefaultsBackupAlt1B		57
HoverColorsSettings	float	PresetDefaultsBackupAlt1A		58
HoverColorsSettings	float	PresetDefaultsBackupAlt1FillA		59
HoverColorsSettings	int	PresetDefaultsBackupAlt1GuidelinePercent		60
HoverColorsSettings	float	PresetDefaultsBackupAlt2R		61
HoverColorsSettings	float	PresetDefaultsBackupAlt2G		62
HoverColorsSettings	float	PresetDefaultsBackupAlt2B		63
HoverColorsSettings	float	PresetDefaultsBackupAlt2A		64
HoverColorsSettings	float	PresetDefaultsBackupAlt2FillA		65
HoverColorsSettings	int	PresetDefaultsBackupAlt2GuidelinePercent		66
HoverColorsSettings	int	Preset1GuidelinePercent		67
HoverColorsSettings	int	Preset2GuidelinePercent		68
HoverColorsSettings	float	GuidelineLinesR		69
HoverColorsSettings	float	GuidelineLinesG		70
HoverColorsSettings	float	GuidelineLinesB		71
HoverColorsSettings	float	GuidelineLinesA		72
HoverColorsSettings	float	GuidelinePreviewR		73
HoverColorsSettings	float	GuidelinePreviewG		74
HoverColorsSettings	float	GuidelinePreviewB		75
HoverColorsSettings	float	GuidelinePreviewA		76
HoverColorsSettings	int	GuidelineDashedColorPreset		77
HoverColorsSettings	float	GuidelineDashedR		78
HoverColorsSettings	float	GuidelineDashedG		79
HoverColorsSettings	float	GuidelineDashedB		80
HoverColorsSettings	bool	GuidelineVanillaToggleActive		81
HoverColorsSettings	bool	GuidelineVanillaToggleHasBackup		82
HoverColorsSettings	int	GuidelineBackupLinesColorPreset		83
HoverColorsSettings	float	GuidelineBackupLinesR		84
HoverColorsSettings	float	GuidelineBackupLinesG		85
HoverColorsSettings	float	GuidelineBackupLinesB		86
HoverColorsSettings	float	GuidelineBackupLinesA		87
HoverColorsSettings	int	GuidelineBackupPreviewColorPreset		88
HoverColorsSettings	float	GuidelineBackupPreviewR		89
HoverColorsSettings	float	GuidelineBackupPreviewG		90
HoverColorsSettings	float	GuidelineBackupPreviewB		91
HoverColorsSettings	float	GuidelineBackupPreviewA		92
HoverColorsSettings	int	GuidelineBackupDashedColorPreset		93
HoverColorsSettings	float	GuidelineBackupDashedR		94
HoverColorsSettings	float	GuidelineBackupDashedG		95
HoverColorsSettings	float	GuidelineBackupDashedB		96
HoverColorsSettings	int	GuidelineBackupOpacityPercent		97
HoverColorsSettings	int	ToolColorMode		98
HoverColorsSettings	bool	UseOverlapWarningColor		99
HoverColorsSettings	bool	UseCustomColorsForNetLanes		100
HoverColorsSettings	bool	PanelTooltipsEnabled		101
HoverColorsSettings	bool	PanelCollapsed		102
HoverColorsSettings	bool	SurfaceToolAreasSuppressed		103
HoverColorsSettings	bool	SpecializedIndustryAreasSuppressed		104
HoverColorsSettings	bool	SpecializedIndustryAreasSuppressionInitialized		105
HoverColorsSettings	bool	UseDarkerPanel		106
HoverColorsSettings	int	GuidelineLinesColorPreset		107
HoverColorsSettings	int	GuidelinePreviewColorPreset		108
HoverColorsSettings	int	GuidelineOpacityPercent		109
HoverColorsSettings	ProxyBinding	TogglePanelBinding		110
HoverColorsSettings	ProxyBinding	ToggleSurfaceToolAreasBinding		111
HoverColorsSettings	ProxyBinding	TogglePresetBinding		112
I18NEverywhereSettings	bool	Overwrite		1
I18NEverywhereSettings	bool	Restrict		2
I18NEverywhereSettings	bool	LoadLanguagePacks		3
I18NEverywhereSettings	bool	LogKey		4
I18NEverywhereSettings	bool	UseNewModDetectMethod		5
I18NEverywhereSettings	bool	SuppressNullError		6
I18NEverywhereSettings	string	LocaleType		7
I18NEverywhereSettings	string	SelectedModDropDown	TRUE	8
ImageOverlaySettings	string	SelectedOverlay		1
ImageOverlaySettings	bool	TerrainConforming		2
ImageOverlaySettings	int	MeshResolution		3
ImageOverlaySettings	bool	ShowThroughTerrain		4
ImageOverlaySettings	float	Alpha		5
ImageOverlaySettings	float	OverlaySize		6
ImageOverlaySettings	float	OverlayPosX		7
ImageOverlaySettings	float	OverlayPosZ		8
ImageOverlaySettings	float	OverlayPosY		9
ImageOverlaySettings	float	OverlayRotation		10
ImageOverlaySettings	ProxyBinding	ToggleBinding		11
ImageOverlaySettings	ProxyBinding	MoveUpBinding		12
ImageOverlaySettings	ProxyBinding	MoveDownBinding		13
ImageOverlaySettings	ProxyBinding	MoveUpLargeBinding		14
ImageOverlaySettings	ProxyBinding	MoveDownLargeBinding		15
ImageOverlaySettings	ProxyBinding	MoveNorthBinding		16
ImageOverlaySettings	ProxyBinding	MoveSouthBinding		17
ImageOverlaySettings	ProxyBinding	MoveEastBinding		18
ImageOverlaySettings	ProxyBinding	MoveWestBinding		19
ImageOverlaySettings	ProxyBinding	MoveNorthLargeBinding		20
ImageOverlaySettings	ProxyBinding	MoveSouthLargeBinding		21
ImageOverlaySettings	ProxyBinding	MoveEastLargeBinding		22
ImageOverlaySettings	ProxyBinding	MoveWestLargeBinding		23
ImageOverlaySettings	ProxyBinding	RotateLeftBinding		24
ImageOverlaySettings	ProxyBinding	RotateRightBinding		25
ImageOverlaySettings	ProxyBinding	RotateLeftLargeBinding		26
ImageOverlaySettings	ProxyBinding	RotateRightLargeBinding		27
ImageOverlaySettings	ProxyBinding	IncreaseSizeBinding		28
